lr,step,time,train_loss,train_metric,val_loss,val_metric
0.001000,857-best,4.794182,0.131638,0.131638,0.142368,0.142368
0.001000,858,4.777226,0.139515,0.139515,0.142496,0.142496
0.001000,859,4.832079,0.138102,0.138102,0.142567,0.142567
0.001000,860,4.771242,0.109180,0.109180,0.142750,0.142750
0.001000,861,4.811159,0.121759,0.121759,0.142839,0.142839
0.001000,862,4.760295,0.127475,0.127475,0.142743,0.142743
0.001000,863-best,4.785205,0.138475,0.138475,0.141823,0.141823
0.001000,864,4.735338,0.121562,0.121562,0.142132,0.142132
0.001000,865,4.789196,0.155989,0.155989,0.142426,0.142426
0.001000,866,4.764291,0.154662,0.154662,0.142564,0.142564
0.001000,867,4.670511,0.115647,0.115647,0.142527,0.142527
0.001000,868,4.793184,0.129532,0.129532,0.143343,0.143343
0.001000,869,4.735338,0.144984,0.144984,0.143450,0.143450
0.001000,870-best,4.757279,0.130937,0.130937,0.141599,0.141599
0.001000,871,4.771242,0.132549,0.132549,0.142643,0.142643
0.001000,872,4.811135,0.137959,0.137959,0.144534,0.144534
0.001000,873,4.797174,0.163927,0.163927,0.144969,0.144969
0.001000,874,4.768250,0.119701,0.119701,0.144051,0.144051
0.001000,875,5.004380,0.132500,0.132500,0.142242,0.142242
0.001000,876,4.774235,0.136443,0.136443,0.142004,0.142004
0.001000,877,4.755285,0.136392,0.136392,0.142785,0.142785
0.001000,878,4.820112,0.131702,0.131702,0.142774,0.142774
0.001000,879,4.798171,0.137077,0.137077,0.141892,0.141892
0.001000,880,4.746308,0.111459,0.111459,0.143149,0.143149
0.001000,881,4.787201,0.117570,0.117570,0.143941,0.143941
0.001000,882,4.746309,0.146508,0.146508,0.143589,0.143589
0.001000,883,4.719381,0.128461,0.128461,0.142299,0.142299
0.001000,884,4.757279,0.152304,0.152304,0.142254,0.142254
0.001000,885,4.783209,0.133421,0.133421,0.143003,0.143003
0.001000,886,4.740326,0.118621,0.118621,0.142247,0.142247
0.001000,887-best,4.769247,0.130565,0.130565,0.141483,0.141483
0.001000,888-best,4.732346,0.120265,0.120265,0.141398,0.141398
0.001000,889,4.822105,0.121526,0.121526,0.142113,0.142113
0.001000,890,4.825099,0.141824,0.141824,0.142157,0.142157
0.001000,891,4.760272,0.137351,0.137351,0.142242,0.142242
0.001000,892,4.820112,0.137811,0.137811,0.141766,0.141766
0.001000,893,4.775231,0.109502,0.109502,0.141547,0.141547
0.001000,894,4.720378,0.129530,0.129530,0.141424,0.141424
0.001000,895,4.817120,0.176493,0.176493,0.141517,0.141517
0.001000,896-best,4.772240,0.108601,0.108601,0.141368,0.141368
0.001000,897-best,4.776229,0.138247,0.138247,0.141242,0.141242
0.001000,898,4.831082,0.143340,0.143340,0.141433,0.141433
0.001000,899,4.793184,0.148307,0.148307,0.141484,0.141484
0.001000,900,4.791189,0.121879,0.121879,0.141435,0.141435
0.001000,901,4.753289,0.129692,0.129692,0.141285,0.141285
0.001000,902-best,4.816123,0.131403,0.131403,0.141199,0.141199
0.001000,903,4.823104,0.109601,0.109601,0.141364,0.141364
0.001000,904,4.761270,0.134787,0.134787,0.141341,0.141341
0.001000,905-best,4.740324,0.134651,0.134651,0.141135,0.141135
0.001000,906,4.789195,0.108340,0.108340,0.141183,0.141183
0.001000,907,4.771243,0.118925,0.118925,0.141140,0.141140
0.001000,908,4.806149,0.138231,0.138231,0.141329,0.141329
0.001000,909-best,4.853024,0.150972,0.150972,0.140774,0.140774
0.001000,910-best,4.806150,0.141179,0.141179,0.140620,0.140620
0.001000,911,4.862997,0.123019,0.123019,0.141371,0.141371
0.001000,912,4.730352,0.127336,0.127336,0.142538,0.142538
0.001000,913,4.740327,0.120946,0.120946,0.141696,0.141696
0.001000,914,4.794180,0.125619,0.125619,0.141660,0.141660
0.001000,915,4.706416,0.150489,0.150489,0.140659,0.140659
0.001000,916-best,4.790192,0.141660,0.141660,0.140397,0.140397
0.001000,917,4.792187,0.143937,0.143937,0.141186,0.141186
0.001000,918,4.818117,0.145089,0.145089,0.140796,0.140796
0.001000,919,4.793184,0.142540,0.142540,0.140618,0.140618
0.001000,920,4.733344,0.136642,0.136642,0.141079,0.141079
0.001000,921,4.729355,0.125995,0.125995,0.140827,0.140827
0.001000,922,4.730351,0.167702,0.167702,0.140729,0.140729
0.001000,923,4.751296,0.125611,0.125611,0.140924,0.140924
0.001000,924,4.895909,0.131145,0.131145,0.141284,0.141284
0.001000,925,4.725364,0.124316,0.124316,0.141187,0.141187
0.001000,926,4.793185,0.138604,0.138604,0.141121,0.141121
0.001000,927,4.761269,0.150432,0.150432,0.141392,0.141392
0.001000,928,4.811136,0.127177,0.127177,0.141718,0.141718
0.001000,929,4.845044,0.128200,0.128200,0.141479,0.141479
0.001000,930,4.748305,0.129569,0.129569,0.141204,0.141204
0.001000,931,4.709408,0.142867,0.142867,0.141156,0.141156
0.001000,932,4.758277,0.136807,0.136807,0.140926,0.140926
0.001000,933,4.747306,0.166674,0.166674,0.140724,0.140724
0.001000,934,4.814128,0.130118,0.130118,0.141047,0.141047
0.001000,935,4.741322,0.118610,0.118610,0.141387,0.141387
0.001000,936,4.795179,0.123686,0.123686,0.140855,0.140855
0.001000,937,4.851029,0.117207,0.117207,0.140624,0.140624
0.001000,938,4.767254,0.133544,0.133544,0.140914,0.140914
0.001000,939,4.733343,0.145760,0.145760,0.141359,0.141359
0.001000,940,4.793184,0.128470,0.128470,0.141005,0.141005
0.001000,941-best,4.790191,0.159621,0.159621,0.140179,0.140179
0.001000,942,4.759273,0.117517,0.117517,0.141164,0.141164
0.001000,943,4.772239,0.124634,0.124634,0.141212,0.141212
0.001000,944,4.776230,0.133873,0.133873,0.140908,0.140908
0.001000,945,4.826095,0.119070,0.119070,0.140392,0.140392
0.001000,946,4.836069,0.131517,0.131517,0.141291,0.141291
0.001000,947,4.801163,0.152301,0.152301,0.140489,0.140489
0.001000,948,4.735339,0.153726,0.153726,0.141168,0.141168
0.001000,949,4.754287,0.149381,0.149381,0.143578,0.143578
0.001000,950,4.809141,0.145509,0.145509,0.144394,0.144394
0.001000,951,4.744315,0.120270,0.120270,0.142479,0.142479
0.001000,952,4.785205,0.123855,0.123855,0.140406,0.140406
0.001000,953,4.792185,0.128927,0.128927,0.140445,0.140445
0.001000,954,4.949765,0.123887,0.123887,0.142088,0.142088
0.001000,955,4.754287,0.120607,0.120607,0.142695,0.142695
0.001000,956,4.752293,0.129023,0.129023,0.142222,0.142222
0.001000,957,4.769248,0.142617,0.142617,0.141442,0.141442
0.001000,958,4.827093,0.122426,0.122426,0.142527,0.142527
0.001000,959,4.784208,0.116919,0.116919,0.142520,0.142520
0.001000,960,4.716389,0.165123,0.165123,0.141607,0.141607
0.001000,961,4.759274,0.149099,0.149099,0.141700,0.141700
0.001000,962,4.747306,0.156505,0.156505,0.143390,0.143390
0.001000,963,4.855020,0.153168,0.153168,0.143094,0.143094
0.001000,964,4.837066,0.123997,0.123997,0.142596,0.142596
0.001000,965,4.776230,0.101667,0.101667,0.142666,0.142666
0.001000,966,4.723369,0.123916,0.123916,0.142595,0.142595
0.001000,967,4.766255,0.146082,0.146082,0.141834,0.141834
0.001000,968,4.810139,0.136961,0.136961,0.141247,0.141247
0.001000,969,4.834075,0.113893,0.113893,0.140533,0.140533
0.001000,970,4.849033,0.145880,0.145880,0.140597,0.140597
0.001000,971,4.852027,0.142552,0.142552,0.141024,0.141024
0.001000,972,4.857013,0.154647,0.154647,0.142767,0.142767
0.001000,973,4.781216,0.134522,0.134522,0.143051,0.143051
0.001000,974,4.815124,0.117405,0.117405,0.142693,0.142693
0.001000,975,4.766257,0.116794,0.116794,0.141667,0.141667
0.001000,976,4.895908,0.121998,0.121998,0.141300,0.141300
0.001000,977,4.773238,0.144132,0.144132,0.141518,0.141518
0.001000,978,4.776228,0.146917,0.146917,0.140653,0.140653
0.001000,979,4.832080,0.144978,0.144978,0.141301,0.141301
0.001000,980,4.791190,0.129427,0.129427,0.141413,0.141413
0.001000,981,4.807146,0.132835,0.132835,0.141872,0.141872
0.001000,982,4.832080,0.131278,0.131278,0.141168,0.141168
0.001000,983,4.839060,0.147412,0.147412,0.141345,0.141345
0.001000,984,4.777227,0.164421,0.164421,0.140984,0.140984
0.001000,985,4.744314,0.126707,0.126707,0.140866,0.140866
0.001000,986,4.754287,0.143126,0.143126,0.140778,0.140778
0.001000,987,4.814127,0.143370,0.143370,0.140900,0.140900
0.001000,988,4.816122,0.136761,0.136761,0.141006,0.141006
0.001000,989,4.910869,0.138863,0.138863,0.140680,0.140680
0.001000,990,4.797173,0.172111,0.172111,0.141154,0.141154
0.001000,991,4.803158,0.155282,0.155282,0.141252,0.141252
0.001000,992,4.876960,0.139972,0.139972,0.140743,0.140743
0.001000,993-best,4.754288,0.155258,0.155258,0.140094,0.140094
0.001000,994,4.734341,0.148115,0.148115,0.140252,0.140252
0.001000,995,4.783211,0.127914,0.127914,0.140962,0.140962
0.001000,996,4.784208,0.119987,0.119987,0.141854,0.141854
0.001000,997,4.776229,0.123044,0.123044,0.141567,0.141567
0.001000,998-best,4.851029,0.144303,0.144303,0.139887,0.139887
